Date,Fighter 1,Fighter 2,Result,Split Dec?
22/8/2020,Marcin Prachnio,Mike Rodriguez,2,0
22/8/2020,Austin Hubbard,Joe Solecki,2,0
22/8/2020,Mariya Agapova,Shana Dobson,2,0
22/8/2020,Daniel Rodriguez,Dwight Grant,1,0
22/8/2020,Amanda Lemos,Mizuki,1,0
22/8/2020,Ike Villanueva,Jordan Wright,2,0
22/8/2020,Carlton Minus,Matthew Semelsberger,2,0
22/8/2020,Timur Valiev,Trevin Jones,2,1
29/8/2020,Anthony Smith,Aleksandar Rakic,2,0
29/8/2020,Robbie Lawler,Neil Magny,2,0
29/8/2020,Ji Yeon Kim,Alexa Grasso,2,0
29/8/2020,Ricardo Lamas,Bill Algeo,1,0
29/8/2020,Maki Pitolo,Impa Kasanganay,2,0
29/8/2020,Alessio Di Chirico,Zak Cummings,2,0
29/8/2020,Alex Caceres,Austin Springer,1,0
29/8/2020,Sean Brady,Christian Aguilera,1,0
29/8/2020,Polyana Viana,Emily Whitmire,1,0
29/8/2020,Mallory Martin,Hannah Cifers,1,0
05/9/2020,Alistair Overeem,Augusto Sakai,1,0
05/9/2020,Ovince Saint Preux,Alonzo Menifield,1,0
05/9/2020,Michel Pereira,Zelim Imadaev,1,0
05/9/2020,Andre Muniz,Bartosz Fabinski,1,0
05/9/2020,Brian Kelleher,Ray Rodriguez,1,0
05/9/2020,Viviane Araujo,Montana De La Rosa,1,0
05/9/2020,Cole Smith,Hunter Azure,2,0
12/9/2020,Michelle Waterson-Gomez,Angela Hill,1,1
12/9/2020,Ottman Azaitar,Khama Worthy,1,0
12/9/2020,Roxanne Modafferi,Andrea Lee,1,0
12/9/2020,Ed Herman,Mike Rodriguez,1,0
12/9/2020,King Green,Alan Patrick,1,0
12/9/2020,Billy Quarantillo,Kyle Nelson,1,0
12/9/2020,Julia Avila,Sijara Eubanks,2,0
12/9/2020,Roosevelt Roberts,Kevin Croom,2,1
12/9/2020,Alexandr Romanov,Roque Martinez,1,0
12/9/2020,Brok Weaver,Jalin Turner,2,0
12/9/2020,Bryan Barberena,Anthony Ivy,1,0
12/9/2020,Sabina Mazo,Justine Kish,1,0
19/9/2020,Colby Covington,Tyron Woodley,1,0
19/9/2020,Donald Cerrone,Niko Price,1,1
19/9/2020,Khamzat Chimaev,Gerald Meerschaert,1,0
19/9/2020,Johnny Walker,Ryan Spann,1,0
19/9/2020,Mackenzie Dern,Randa Markos,1,0
19/9/2020,Kevin Holland,Darren Stewart,1,1
19/9/2020,Jordan Espinosa,David Dvorak,2,0
19/9/2020,Mirsad Bektic,Damon Jackson,2,0
19/9/2020,Mayra Bueno Silva,Mara Romero Borella,1,0
19/9/2020,Jessica-Rose Clark,Sarah Alpar,1,0
19/9/2020,Darrick Minner,TJ Laramie,1,0
19/9/2020,Journey Newson,Randy Costa,2,0
19/9/2020,Andre Ewell,Irwin Rivera,1,1
19/9/2020,Tyson Nam,Jerome Rivera,1,0
26/9/2020,Israel Adesanya,Paulo Costa,1,0
26/9/2020,Dominick Reyes,Jan Blachowicz,2,0
26/9/2020,Kai Kara-France,Brandon Royval,2,0
26/9/2020,Ketlen Vieira,Sijara Eubanks,1,0
26/9/2020,Hakeem Dawodu,Zubaira Tukhugov,1,1
26/9/2020,Brad Riddell,Alex Da Silva,1,0
26/9/2020,Diego Sanchez,Jake Matthews,2,0
26/9/2020,Shane Young,Ludovit Klein,2,0
26/9/2020,William Knight,Aleksa Camur,1,0
26/9/2020,Juan Espino,Jeff Hughes,1,0
26/9/2020,Khadis Ibragimov,Danilo Marques,2,0
03/10/2020,Holly Holm,Irene Aldana,1,0
03/10/2020,Yorgan De Castro,Carlos Felipe,2,0
03/10/2020,Germaine de Randamie,Julianna Pena,1,0
03/10/2020,Kyler Phillips,Cameron Else,1,0
03/10/2020,Dequan Townsend,Dusko Todorovic,2,0
03/10/2020,Carlos Condit,Court McGee,1,0
03/10/2020,Charles Jourdain,Josh Culibao,3,1
03/10/2020,Jordan Williams,Nassourdine Imavov,2,0
03/10/2020,Loma Lookboonmee,Jinh Yu Frey,1,0
03/10/2020,Casey Kenney,Alatengheili,1,0
03/10/2020,Luigi Vendramini,Jessin Ayari,1,0
10/10/2020,Marlon Moraes,Cory Sandhagen,2,0
10/10/2020,Edson Barboza,Makwan Amirkhani,1,0
10/10/2020,Ben Rothwell,Marcin Tybura,2,0
10/10/2020,Markus Perez,Dricus Du Plessis,2,0
10/10/2020,Tom Aspinall,Alan Baudot,1,0
10/10/2020,Youssef Zalal,Ilia Topuria,2,0
10/10/2020,Tom Breese,KB Bhullar,1,0
10/10/2020,Chris Daukaus,Rodrigo Nascimento,1,0
10/10/2020,Impa Kasanganay,Joaquin Buckley,2,0
10/10/2020,Ali AlQaisi,Tony Kelley,2,0
10/10/2020,Giga Chikadze,Omar Morales,1,0
10/10/2020,Tracy Cortez,Stephanie Egger,1,0
10/10/2020,Bruno Silva,Tagir Ulanbekov,2,0
17/10/2020,Brian Ortega,Chan Sung Jung,1,0
17/10/2020,Katlyn Cerminara,Jessica Andrade,2,0
17/10/2020,Jimmy Crute,Modestas Bukauskas,1,0
17/10/2020,Claudio Silva,James Krause,2,0
17/10/2020,Thomas Almeida,Jonathan Martinez,2,0
17/10/2020,Mateusz Gamrot,Guram Kutateladze,2,1
17/10/2020,Gillian Robertson,Poliana Botelho,1,0
17/10/2020,JunYong Park,John Phillips,1,0
17/10/2020,Jamie Mullarkey,Fares Ziam,2,0
17/10/2020,Gadzhimurad Antigulov,Maxim Grishin,2,0
17/10/2020,Said Nurmagomedov,Mark Striegl,1,0
24/10/2020,Khabib Nurmagomedov,Justin Gaethje,1,0
24/10/2020,Robert Whittaker,Jared Cannonier,1,0
24/10/2020,Alexander Volkov,Walt Harris,1,0
24/10/2020,Jacob Malkoun,Phil Hawes,2,0
24/10/2020,Lauren Murphy,Liliya Shakirova,1,0
24/10/2020,Magomed Ankalaev,Ion Cutelaba,1,0
24/10/2020,Stefan Struve,Tai Tuivasa,2,0
24/10/2020,Nathaniel Wood,Casey Kenney,2,0
24/10/2020,Alex Oliveira,Shavkat Rakhmonov,2,0
24/10/2020,Da Woon Jung,Sam Alvey,3,1
24/10/2020,Liana Jojua,Miranda Maverick,2,0
24/10/2020,Joel Alvarez,Alexander Yakovlev,1,0
31/10/2020,Uriah Hall,Anderson Silva,1,0
31/10/2020,Bryce Mitchell,Andre Fili,1,0
31/10/2020,Maurice Greene,Greg Hardy,2,0
31/10/2020,Kevin Holland,Charlie Ontiveros,1,0
31/10/2020,King Green,Thiago Moises,2,0
31/10/2020,Chris Gruetzemacher,Alexander Hernandez,2,0
31/10/2020,Adrian Yanez,Victor Rodriguez,1,0
31/10/2020,Sean Strickland,Jack Marshman,1,0
31/10/2020,Cole Williams,Jason Witt,2,0
31/10/2020,Dustin Jacoby,Justin Ledet,1,0
31/10/2020,Miles Johns,Kevin Natividad,1,0
07/11/2020,Thiago Santos,Glover Teixeira,2,0
07/11/2020,Andrei Arlovski,Tanner Boser,1,0
07/11/2020,Raoni Barcelos,Khalid Taha,1,0
07/11/2020,Giga Chikadze,Jamey Simmons,1,0
07/11/2020,Claudia Gadelha,Yan Xiaonan,2,0
07/11/2020,Trevin Giles,Bevon Lewis,1,0
07/11/2020,Alexandr Romanov,Marcos Rogerio de Lima,1,0
07/11/2020,Darren Elkins,Eduardo Garagorri,1,0
07/11/2020,Max Griffin,Ramiz Brahimaj,1,0
07/11/2020,Gustavo Lopez,Anthony Birchak,1,0
14/11/2020,Paul Felder,Rafael Dos Anjos,2,1
14/11/2020,Abdul Razak Alhassan,Khaos Williams,2,0
14/11/2020,Ashley Yoder,Miranda Granger,1,0
14/11/2020,Brendan Allen,Sean Strickland,2,0
14/11/2020,Kay Hansen,Cory McKenna,2,0
14/11/2020,Randa Markos,Kanako Murata,2,0
14/11/2020,Geraldo de Freitas,Tony Gravely,2,1
14/11/2020,Alex Morono,Rhys McKee,1,0
14/11/2020,Don'Tale Mayes,Roque Martinez,1,0
21/11/2020,Deiveson Figueiredo,Alex Perez,1,0
21/11/2020,Valentina Shevchenko,Jennifer Maia,1,0
21/11/2020,Mike Perry,Tim Means,2,0
21/11/2020,Katlyn Cerminara,Cynthia Calvillo,1,0
21/11/2020,Mauricio Rua,Paul Craig,2,0
21/11/2020,Brandon Moreno,Brandon Royval,1,0
21/11/2020,Joaquin Buckley,Jordan Wright,1,0
21/11/2020,Antonina Shevchenko,Ariane da Silva,1,0
21/11/2020,Daniel Rodriguez,Nicolas Dalby,2,0
21/11/2020,Alan Jouban,Jared Gooden,1,0
21/11/2020,Kyle Daukaus,Dustin Stoltzfus,1,0
21/11/2020,Louis Cosce,Sasha Palatnikov,2,0
28/11/2020,Anthony Smith,Devin Clark,1,0
28/11/2020,Miguel Baeza,Takashi Sato,1,0
28/11/2020,Josh Parisian,Parker Porter,2,0
28/11/2020,Spike Carlyle,Bill Algeo,2,0
28/11/2020,Ashlee Evans-Smith,Norma Dumont,2,0
28/11/2020,Jonathan Pearce,Kai Kamaka III,1,0
28/11/2020,Martin Day,Anderson Dos Santos,2,0
28/11/2020,Gina Mazany,Rachael Ostovich,1,0
28/11/2020,Sumudaerji,Malcolm Gordon,1,0
28/11/2020,Luke Sanders,Nate Maness,2,0
05/12/2020,Jack Hermansson,Marvin Vettori,2,0
05/12/2020,Ovince Saint Preux,Jamahal Hill,2,0
05/12/2020,Gabriel Benitez,Justin Jaynes,1,0
05/12/2020,Roman Dolidze,John Allan,1,1
05/12/2020,Matt Wiman,Jordan Leavitt,2,0
05/12/2020,Louis Smolka,Jose Quinonez,1,0
05/12/2020,Ilia Topuria,Damon Jackson,1,0
05/12/2020,Gian Villante,Jake Collier,2,0
12/12/2020,Deiveson Figueiredo,Brandon Moreno,3,1
12/12/2020,Tony Ferguson,Charles Oliveira,2,0
12/12/2020,Mackenzie Dern,Virna Jandiroba,1,0
12/12/2020,Kevin Holland,Jacare Souza,1,0
12/12/2020,Junior Dos Santos,Ciryl Gane,2,0
12/12/2020,Cub Swanson,Daniel Pineda,1,0
12/12/2020,Renato Moicano,Rafael Fiziev,2,0
12/12/2020,Gavin Tucker,Billy Quarantillo,1,0
12/12/2020,Tecia Pennington,Sam Hughes,1,0
12/12/2020,Chase Hooper,Peter Barrett,1,0
19/12/2020,Stephen Thompson,Geoff Neal,1,0
19/12/2020,Jose Aldo,Marlon Vera,1,0
19/12/2020,Michel Pereira,Khaos Williams,1,0
19/12/2020,Marlon Moraes,Rob Font,2,0
19/12/2020,Marcin Tybura,Greg Hardy,1,0
19/12/2020,Anthony Pettis,Alex Morono,1,0
19/12/2020,Sijara Eubanks,Pannie Kianzad,2,0
19/12/2020,Deron Winn,Antonio Arroyo,1,0
19/12/2020,Gillian Robertson,Taila Santos,2,0
19/12/2020,Tafon Nchukwi,Jamie Pickett,1,0
19/12/2020,Jimmy Flick,Cody Durden,1,0
19/12/2020,Christos Giagos,Carlton Minus,1,0
16/1/2021,Max Holloway,Calvin Kattar,1,0
16/1/2021,Carlos Condit,Matt Brown,1,0
16/1/2021,Santiago Ponzinibbio,Li Jingliang,2,0
16/1/2021,Joaquin Buckley,Alessio Di Chirico,2,0
16/1/2021,Punahele Soriano,Dusko Todorovic,1,0
16/1/2021,Wu Yanan,Joselyne Edwards,2,0
16/1/2021,Carlos Felipe,Justin Tafa,1,1
16/1/2021,David Zawada,Ramazan Emeev,2,1
16/1/2021,Sarah Moras,Vanessa Melo,2,0
16/1/2021,Jacob Kilburn,Austin Lingo,2,0
20/1/2021,Michael Chiesa,Neil Magny,1,0
20/1/2021,Warlley Alves,Mounir Lazzez,1,0
20/1/2021,Ike Villanueva,Vinicius Moreira,1,0
20/1/2021,Roxanne Modafferi,Viviane Araujo,2,0
20/1/2021,Matt Schnell,Tyson Nam,1,1
20/1/2021,Lerone Murphy,Douglas Silva de Andrade,1,0
20/1/2021,Omari Akhmedov,Tom Breese,1,0
20/1/2021,Ricky Simon,Gaetano Pirrello,1,0
20/1/2021,Sumudaerji,Zarrukh Adashev,1,0
20/1/2021,Dalcha Lungiambula,Markus Perez,1,0
20/1/2021,Francisco Figueiredo,Jerome Rivera,1,0
20/1/2021,Mike Davis,Mason Jones,1,0
20/1/2021,Umar Nurmagomedov,Sergey Morozov,1,0
20/1/2021,Victoria Leonardo,Manon Fiorot,2,0
23/1/2021,Dustin Poirier,Conor McGregor,1,0
23/1/2021,Dan Hooker,Michael Chandler,2,0
23/1/2021,Jessica Eye,Joanne Wood,2,0
23/1/2021,Andrew Sanchez,Makhmud Muradov,2,0
23/1/2021,Marina Rodriguez,Amanda Ribas,1,0
23/1/2021,Arman Tsarukyan,Matt Frevola,1,0
23/1/2021,Brad Tavares,Antonio Carlos Junior,1,0
23/1/2021,Julianna Pena,Sara McMann,1,0
23/1/2021,Khalil Rountree Jr.,Marcin Prachnio,2,0
23/1/2021,Nik Lentz,Movsar Evloev,2,1
23/1/2021,Amir Albazi,Zhalgas Zhumagulov,1,0
06/2/2021,Alistair Overeem,Alexander Volkov,2,0
06/2/2021,Cory Sandhagen,Frankie Edgar,1,0
06/2/2021,Michael Johnson,Clay Guida,2,0
06/2/2021,Alexandre Pantoja,Manel Kape,1,0
06/2/2021,Diego Ferreira,Beneil Dariush,2,1
06/2/2021,Mike Rodriguez,Danilo Marques,2,0
06/2/2021,Devonte Smith,Justin Jaynes,1,0
06/2/2021,Karol Rosa,Joselyne Edwards,1,0
06/2/2021,Molly McCann,Lara Procopio,2,0
06/2/2021,SeungWoo Choi,Youssef Zalal,1,0
06/2/2021,Timur Valiev,Martin Day,1,0
06/2/2021,Ode Osbourne,Jerome Rivera,1,0
13/2/2021,Kamaru Usman,Gilbert Burns,1,0
13/2/2021,Maycee Barber,Alexa Grasso,2,0
13/2/2021,Kelvin Gastelum,Ian Heinisch,1,0
13/2/2021,Ricky Simon,Brian Kelleher,1,0
13/2/2021,Maki Pitolo,Julian Marquez,2,0
13/2/2021,Rodolfo Vieira,Anthony Hernandez,2,0
13/2/2021,Belal Muhammad,Dhiego Lima,1,0
13/2/2021,Polyana Viana,Mallory Martin,1,0
13/2/2021,Andre Ewell,Chris Gutierrez,2,0
13/2/2021,Gabe Green,Phil Rowe,1,0
20/2/2021,Curtis Blaydes,Derrick Lewis,2,0
20/2/2021,Ketlen Vieira,Yana Santos,2,0
20/2/2021,Charles Rosa,Darrick Minner,2,0
20/2/2021,Aleksei Oleinik,Chris Daukaus,2,0
20/2/2021,Phil Hawes,Nassourdine Imavov,1,0
20/2/2021,Andrei Arlovski,Tom Aspinall,2,0
20/2/2021,Jared Gordon,Danny Chavez,1,0
20/2/2021,Eddie Wineland,John Castaneda,2,0
20/2/2021,Nate Landwehr,Julian Erosa,2,0
20/2/2021,Shana Dobson,Casey O'Neill,2,0
20/2/2021,Aiemann Zahabi,Drako Rodriguez,1,0
20/2/2021,Serghei Spivac,Jared Vanderaa,1,0
27/2/2021,Jairzinho Rozenstruik,Ciryl Gane,2,0
27/2/2021,Nikita Krylov,Magomed Ankalaev,2,0
27/2/2021,Montana De La Rosa,Mayra Bueno Silva,3,1
27/2/2021,Pedro Munhoz,Jimmie Rivera,1,0
27/2/2021,Alex Caceres,Kevin Croom,1,0
27/2/2021,Alexander Hernandez,Thiago Moises,2,0
27/2/2021,Alexis Davis,Sabina Mazo,1,0
27/2/2021,Vince Cachero,Ronnie Lawrence,2,0
27/2/2021,Dustin Jacoby,Maxim Grishin,1,0
06/3/2021,Jan Blachowicz,Israel Adesanya,1,0
06/3/2021,Amanda Nunes,Megan Anderson,1,0
06/3/2021,Petr Yan,Aljamain Sterling,2,0
06/3/2021,Islam Makhachev,Drew Dober,1,0
06/3/2021,Thiago Santos,Aleksandar Rakic,2,0
06/3/2021,Dominick Cruz,Casey Kenney,1,1
06/3/2021,Song Yadong,Kyler Phillips,2,0
06/3/2021,Joseph Benavidez,Askar Askarov,2,0
06/3/2021,Rogerio Bontorin,Kai Kara-France,2,0
06/3/2021,Tim Elliott,Jordan Espinosa,1,0
06/3/2021,Kennedy Nzechukwu,Carlos Ulberg,1,0
06/3/2021,Sean Brady,Jake Matthews,1,0
06/3/2021,Livinha Souza,Amanda Lemos,2,0
06/3/2021,Uros Medic,Aalon Cruz,1,0
06/3/2021,Mario Bautista,Trevin Jones,2,0
13/3/2021,Leon Edwards,Belal Muhammad,2,1
13/3/2021,Misha Cirkunov,Ryan Spann,2,0
13/3/2021,Dan Ige,Gavin Tucker,1,0
13/3/2021,Jonathan Martinez,Davey Grant,2,0
13/3/2021,Manel Kape,Matheus Nicolau,2,1
13/3/2021,Eryk Anders,Darren Stewart,2,1
13/3/2021,Angela Hill,Ashley Yoder,1,0
13/3/2021,Charles Jourdain,Marcelo Rojo,1,0
13/3/2021,Rani Yahya,Ray Rodriguez,1,0
13/3/2021,Nasrat Haqparast,Rafa Garcia,1,0
13/3/2021,Cortney Casey,JJ Aldrich,2,1
13/3/2021,Gloria de Paula,Jinh Yu Frey,2,0
13/3/2021,Matthew Semelsberger,Jason Witt,1,0
20/3/2021,Derek Brunson,Kevin Holland,1,0
20/3/2021,Song Kenan,Max Griffin,2,0
20/3/2021,Cheyanne Vlismas,Montserrat Conejo Ruiz,2,0
20/3/2021,Adrian Yanez,Gustavo Lopez,1,0
20/3/2021,Tai Tuivasa,Harry Hunsucker,1,0
20/3/2021,Marion Reneau,Macy Chiasson,2,0
20/3/2021,Leonardo Santos,Grant Dawson,2,0
20/3/2021,Trevin Giles,Roman Dolidze,1,0
20/3/2021,Montel Jackson,Jesse Strader,1,0
20/3/2021,Bruno Silva,JP Buys,1,0
27/3/2021,Stipe Miocic,Francis Ngannou,2,0
27/3/2021,Tyron Woodley,Vicente Luque,2,0
27/3/2021,Sean O'Malley,Thomas Almeida,1,0
27/3/2021,Gillian Robertson,Miranda Maverick,2,0
27/3/2021,Jamie Mullarkey,Khama Worthy,1,0
27/3/2021,Alonzo Menifield,Fabio Cherant,1,0
27/3/2021,Jared Gooden,Abubakar Nurmagomedov,2,0
27/3/2021,Modestas Bukauskas,Michal Oleksiejczuk,2,1
27/3/2021,Shane Young,Omar Morales,2,0
27/3/2021,Marc-Andre Barriault,Abu Azaitar,1,0
10/4/2021,Marvin Vettori,Kevin Holland,1,0
10/4/2021,Arnold Allen,Sodiq Yusuff,1,0
10/4/2021,Sam Alvey,Julian Marquez,2,0
10/4/2021,Nina Nunes,Mackenzie Dern,2,0
10/4/2021,Mike Perry,Daniel Rodriguez,2,0
10/4/2021,Jim Miller,Joe Solecki,2,0
10/4/2021,Scott Holtzman,Mateusz Gamrot,2,0
10/4/2021,John Makdessi,Ignacio Bahamondes,1,1
10/4/2021,Yorgan De Castro,Jarjis Danho,2,0
10/4/2021,Hunter Azure,Jack Shore,2,1
10/4/2021,Luis Saldana,Jordan Griffin,1,0
10/4/2021,Da Woon Jung,William Knight,1,0
10/4/2021,Impa Kasanganay,Sasha Palatnikov,1,0
17/4/2021,Robert Whittaker,Kelvin Gastelum,1,0
17/4/2021,Andrei Arlovski,Chase Sherman,1,0
17/4/2021,Abdul Razak Alhassan,Jacob Malkoun,2,0
17/4/2021,Tracy Cortez,Justine Kish,1,1
17/4/2021,Luis Pena,Alexander Munoz,1,1
17/4/2021,Alexandr Romanov,Juan Espino,1,1
17/4/2021,Jessica Penne,Loopy Godinez,1,1
17/4/2021,Bartosz Fabinski,Gerald Meerschaert,2,0
17/4/2021,Austin Hubbard,Dakota Bush,1,0
17/4/2021,Tony Gravely,Anthony Birchak,1,0
24/4/2021,Kamaru Usman,Jorge Masvidal,1,0
24/4/2021,Zhang Weili,Rose Namajunas,2,0
24/4/2021,Valentina Shevchenko,Jessica Andrade,1,0
24/4/2021,Uriah Hall,Chris Weidman,1,0
24/4/2021,Anthony Smith,Jimmy Crute,1,0
24/4/2021,Alex Oliveira,Randy Brown,2,0
24/4/2021,Dwight Grant,Stefan Sekulic,1,1
24/4/2021,Karl Roberson,Brendan Allen,2,0
24/4/2021,Pat Sabatini,Tristan Connelly,1,0
24/4/2021,Batgerel Danaa,Kevin Natividad,1,0
24/4/2021,Kazula Vargas,Rongzhu,1,0
24/4/2021,Aoriqileng,Jeff Molina,2,0
24/4/2021,Liang Na,Ariane Carnelossi,2,0
01/5/2021,Dominick Reyes,Jiri Prochazka,2,0
01/5/2021,Giga Chikadze,Cub Swanson,1,0
01/5/2021,Ion Cutelaba,Dustin Jacoby,3,1
01/5/2021,Sean Strickland,Krzysztof Jotko,1,0
01/5/2021,Merab Dvalishvili,Cody Stamann,1,0
01/5/2021,Randa Markos,Luana Pinheiro,2,0
01/5/2021,Kai Kamaka III,TJ Brown,2,1
01/5/2021,Poliana Botelho,Luana Carolina,2,1
01/5/2021,Loma Lookboonmee,Sam Hughes,1,0
01/5/2021,Andreas Michailidis,KB Bhullar,1,0
01/5/2021,Luke Sanders,Felipe Colares,2,0
08/5/2021,Marina Rodriguez,Michelle Waterson-Gomez,1,0
08/5/2021,Donald Cerrone,Alex Morono,2,0
08/5/2021,Neil Magny,Geoff Neal,1,0
08/5/2021,Maurice Greene,Marcos Rogerio de Lima,2,0
